,OverTime,TrainingTimesLastYear,StockOptionLevel,RelationshipSatisfaction,JobSatisfaction,JobInvolvement,EnvironmentSatisfaction,BusinessTravel,Education,Gender,MaritalStatus,JobLevel,Attrition,PerformanceRating,WorkLifeBalance,Sales_Department,Research & Development_Department,Human Resources_Department,Life Sciences_EducationField,Other_EducationField,Medical_EducationField,Marketing_EducationField,Technical Degree_EducationField,Human Resources_EducationField,Sales Executive_JobRole,Research Scientist_JobRole,Laboratory Technician_JobRole,Manufacturing Director_JobRole,Healthcare Representative_JobRole,Manager_JobRole,Sales Representative_JobRole,Research Director_JobRole,Human Resources_JobRole,PercentSalaryHike,MonthlyRate,HourlyRate,Age,DailyRate,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,0,1,2,3,4,5,6,7,8,MonthlyIncome
203,1,2,1,3,4,3,3,1,2,1,1,2,0,3,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15,16523,99,40,905,19,8,15,7,2,3,7,2741,0.21359828910770734,1.242801788443961,1.2832728322871747,0.6854158668055211,-1.405570801636863,-0.019327289045597714,-0.061661477092039035,1.9094125095241972,-0.28587345435754125,2741
204,1,2,0,2,1,3,2,1,1,1,1,2,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19,11354,70,38,1180,29,7,17,1,0,0,0,6673,-1.181759531596256,2.210804768431678,2.1765219974411827,1.1903358266733497,0.33019858044509615,-0.1840390841637933,-1.4623457760717016,0.5245565260468308,0.1589151011918453,6673
205,0,3,3,4,4,3,2,1,3,0,1,3,1,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,22,24525,35,29,121,27,1,10,10,4,1,9,7639,0.35997016190123704,-1.41011890279209,-0.1684917974984672,3.4050198176730695,1.542719313476248,-0.7149386663767227,-0.4545743459131706,-0.10355261032977114,-0.9076192813544814,7639
206,1,2,1,1,2,4,4,1,3,1,2,1,0,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,12392,60,22,1136,5,1,4,4,2,2,2,2328,-1.9041978395932346,-1.2036335258241957,0.22835165657270542,-0.7388171538156676,0.53760245080825,0.5818089611098067,0.16998389126811053,0.02774119675245237,0.47302252801234795,2328
207,0,2,0,1,4,3,2,2,1,0,0,1,0,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13,7703,73,36,635,18,1,8,8,1,1,7,2153,-0.6379467338295601,-0.9233657691341195,0.41608131924180763,0.0838671024061788,-0.9078019588462783,-0.7312496050873012,-1.0565585595975964,-0.2720167374046513,-0.3831320243666474,2153
208,0,5,1,4,4,2,4,0,5,1,1,2,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,14242,63,40,1151,9,9,5,3,2,0,2,4876,-1.2822106791756014,1.8998001695836317,0.21691351140533968,-0.5525261952761683,0.1051622982557441,0.5043773383573803,-0.49830235406913087,1.731089453187098,-0.39387695283714885,4876
209,0,3,1,3,1,3,4,1,4,1,2,3,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16,12368,97,46,644,1,7,17,4,2,0,3,9396,0.021105677020166046,2.446430871165861,0.22406662987619708,-0.650445054934662,-0.8204939306962905,-0.9076507471408127,1.1890846415943892,0.34825448829556516,-0.38283207260085195,9396
210,0,2,0,3,4,1,4,1,4,1,1,3,1,3,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11,25812,32,32,1045,4,1,14,14,8,9,8,10400,2.3652193001739525,-1.438919681474193,-1.788768816708432,0.08193990107007318,0.6381490643730436,2.1102681978984847,-0.18953353268824588,0.3053468889726361,0.9965929528204706,10400
211,0,2,0,3,3,2,3,0,1,1,0,3,0,4,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,20925,88,30,829,1,1,12,11,8,5,8,8474,1.328353363045435,-1.3250196817610238,0.7444172410825248,0.3915564167061992,0.45251323019714135,0.1619137288224625,2.495927660649862,0.1645679000141428,0.07871847083307107,8474
212,0,2,0,4,3,3,4,2,3,0,0,2,0,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,12916,90,27,1242,20,1,7,7,7,0,7,9981,0.07953736886866557,-1.093513937907085,1.5948103690683264,0.15267505589850808,-1.1224574829268736,0.8066046617153387,-0.5154569164377938,-0.4247585805338097,-0.8647016893655207,9981
213,0,5,2,4,2,2,2,1,4,1,1,3,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,15736,81,51,1469,8,5,16,10,9,4,7,12490,2.3848886643176788,1.1916173783748023,1.244659702079209,-0.5573507677308043,-0.06346743594405035,1.0859796576972296,0.4202558016446778,0.356285446615513,-0.18505399206770484,12490
214,1,5,0,3,1,3,4,1,3,0,0,1,1,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,8556,88,30,1005,3,5,8,5,2,0,4,2657,-1.289827688945037,0.2493936233389579,0.12816039102638818,-1.5968841958996767,-1.2897976925562455,0.0936284028827434,0.05020912458589899,0.8229948167007463,-0.49943664822901446,2657
215,1,3,0,3,4,3,4,1,3,0,0,3,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,14674,75,41,896,6,3,16,1,0,0,0,13591,-0.6688651753143307,1.9970485124709068,0.38276013879136284,0.005289712785602261,0.31510543084108733,-0.2086762343306234,0.6539721980006936,-1.3317862454837786,0.4585752963716659,13591
216,0,5,0,3,1,2,3,2,4,0,0,2,1,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15,22967,52,30,334,26,5,9,6,3,0,1,6696,-1.0412007492092727,0.4738895845970996,-0.49750222617057716,2.4239520961770364,-0.08943554301593033,-0.12893799064667316,-1.1714413338481775,0.6383475965862551,-0.3254372590324739,6696
217,0,1,0,4,3,3,3,1,3,1,0,1,1,3,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14,19757,85,29,992,1,0,7,6,2,1,5,2058,-1.203797551355874,-1.0485524798650476,-0.15436257524661565,-0.42772725267169864,-0.7418967896267319,0.9404028282526956,1.2734568628310587,-0.3921168827161437,-0.18094067976579853,2058
218,0,2,0,4,4,2,4,0,3,0,0,3,0,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,16840,57,45,1052,6,6,23,19,7,12,8,8865,3.744567958479438,0.3056382020674388,-0.5831522875035903,-0.5511157577797003,-0.07755571301225203,0.8919980381390002,-0.2791822466508885,1.6265046962610645,1.5395413289939675,8865
219,0,4,1,4,1,3,4,1,3,0,1,2,0,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14,17011,52,54,1147,3,2,16,6,2,0,5,5940,0.27505888949682245,1.2608539524680022,-0.4225117653523269,-0.5526798557827937,0.58524428777866,0.8428194376947545,0.006780642800681198,-0.9696008269017907,-0.4804925001888282,5940
220,0,3,0,4,2,3,4,1,2,1,0,2,0,3,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,9945,62,36,1396,5,8,16,13,11,3,7,5914,1.7935796760792804,0.34917620788507864,0.8943285156814869,-1.3728470026158732,0.6645681387583516,0.655959737417576,-0.09417086621007893,2.1163314945486658,-0.9458473710387961,5914
221,0,3,0,4,2,2,3,1,4,0,1,1,0,4,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,21,13248,47,33,147,4,6,7,3,2,1,1,2622,-1.607723301173212,0.5864146926253422,-0.7411420070810331,0.5026876884218725,1.5225763035220472,-1.724311074678827,0.6745430607572062,1.1991253079953417,-0.0017761969357957404,2622
222,1,1,3,3,4,3,2,2,3,1,2,3,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,10056,47,37,663,11,1,10,10,8,0,7,12185,1.0686971078649776,-0.720580604259217,-0.43362689976757723,-0.18254907409565765,0.42584830743547275,-0.3186305606369751,-0.8527063636208153,-0.8369138690870193,-1.0309764732191666,12185
223,0,6,2,3,3,3,1,1,3,1,2,3,0,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,9647,76,38,119,3,0,17,16,10,5,13,10609,3.171669310367248,-1.8484964282544099,-1.109842124813649,-0.5364609345487653,-1.0934162300673718,-1.228366926947945,0.4290979500071652,-0.35284025456848755,-0.7097325793576968,10609
224,0,2,1,4,3,1,3,0,4,1,1,2,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,4381,90,31,979,1,0,6,5,4,1,4,4345,-0.9817675575774392,-1.0530926228011384,0.3542008093524554,-1.9043788369476915,-1.1695525468675574,-0.21435982310315682,0.3135119063718006,-0.6708435361955184,-0.053914767182403844,4345
225,0,6,1,1,4,2,3,1,3,1,1,1,0,3,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,8456,70,59,142,3,3,7,1,0,0,0,2177,-1.4547289244399502,1.6340072923534579,-0.584715695737142,-0.1353570514226734,0.05790398095828312,-2.1117214070614536,0.5242532820866717,-0.582254966673634,0.22888494447389726,2177
226,0,2,1,3,4,3,1,2,4,1,2,1,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17,2539,41,37,319,4,4,13,9,8,5,8,2793,1.1078995270725334,-1.0094834258449699,-0.590244881222021,-0.9059486847040312,1.155896876581823,-1.8206885643286352,-0.4141968522702583,1.2530220283978744,-0.16216210714373935,2793
227,0,5,1,4,4,3,2,2,1,0,1,3,0,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14,6599,42,29,1413,1,1,11,11,10,4,1,7918,0.6000618366507584,-1.1525968425645043,0.027780767758947344,-1.931958735549718,1.125591778954829,0.9267462687826414,-0.5268855638593267,-0.23599272837164156,0.5216919055575479,7918
228,0,3,0,1,3,3,3,2,3,0,0,3,0,3,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14,9096,92,35,944,1,1,10,10,7,0,8,8789,0.7116202297119522,-0.8029356093344221,0.4705863176316433,-1.3588324110923498,-0.920623068879956,-0.07643753612148807,0.8731540796587995,-0.5917107237369268,-1.0757125654123005,8789
229,1,3,0,3,4,2,3,1,1,1,0,1,1,3,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13,14961,86,29,896,18,1,4,4,3,0,1,2389,-1.888773858931164,-0.713197826889525,0.6877463150776427,0.4759390561555751,-1.2833603685969706,0.37225967110762975,-0.4393069957198913,-0.2544428137219882,-0.033218546695594764,2389
230,0,3,0,2,4,2,3,1,3,0,0,1,0,3,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,3300,89,52,1323,2,7,6,2,2,2,2,3212,-0.8988527530544769,1.9436876709827207,1.2921182070879993,-2.0578742878757357,-0.4180251258119051,-0.32646231192243763,0.18917458507161095,1.018664883461798,0.3328211090851407,3212
231,0,3,0,4,4,3,3,1,2,1,1,5,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,4933,58,42,532,4,1,22,22,17,11,15,19232,6.290398108447876,-1.9989698081761584,-0.8408709450149083,-1.3299757322043113,-0.39214782672745246,-0.6303446335924897,-0.4930739621702607,0.04631375140594912,0.1767046094362904,19232
232,0,2,0,4,3,3,2,1,2,1,1,1,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,25657,52,59,818,6,8,7,2,2,2,2,2267,-0.664281478062503,2.5509269275048343,-0.66997999973789,0.8565909039254769,0.884015293180439,0.5390759760343202,0.5516812646985096,1.4884071434645256,0.05112763075298505,2267
233,0,3,1,3,4,3,4,1,4,0,2,5,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,24118,68,50,854,1,3,32,7,0,0,6,19517,2.032210126688677,2.912249289930704,-1.4156604482728865,-0.0275280222918986,-0.5538072574900776,0.9992200538844737,0.49633493546814406,-2.082363803924996,-0.38295718783929417,19517
234,1,2,1,3,4,3,3,1,3,1,1,1,1,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13,22149,58,33,813,14,5,8,5,4,0,4,2436,-0.978545433960792,0.20705447123059223,-0.5090058486040183,0.7969636041724201,-0.21492631106889876,0.8372790085217223,-0.46673719234166805,1.0650173335567605,-0.7669894858574678,2436
235,1,3,1,3,4,3,4,1,3,0,1,4,0,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22,7744,80,43,1034,16,5,22,17,13,1,9,16064,3.554783553236131,0.46676165738484754,2.2773044331320302,0.15459283440102425,0.6893387964190832,-0.7602392340218642,0.22710800614341087,0.12153415707132352,-1.5398870183972106,16064
236,0,3,0,1,1,3,1,1,2,0,1,1,1,4,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,21509,39,33,465,2,7,13,9,7,1,7,2707,0.3594348717708039,0.11947710108712266,-0.9789288742457827,0.6098342440097423,1.7750013865577403,-0.28303527375940446,0.9445037539295044,1.963514042174712,-1.2758948029580905,2707
237,1,2,0,4,3,2,1,0,4,1,0,5,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,21030,79,52,771,2,1,33,33,7,15,12,19068,6.946689579244226,-0.3313318721550612,-0.12250716302393824,0.3389294342819007,0.035965289510142065,0.23335814910726826,1.7288627680163988,-0.6309880138014018,2.059065639389307,19068
238,0,5,1,1,2,3,3,1,2,0,1,1,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,20990,56,32,1401,4,2,6,4,3,1,2,3931,-1.3348892357831585,-0.1328960929081173,-0.582373431552173,-0.6756518371069593,-0.0375325732416241,2.092280863243162,-0.1250917767615091,-0.0544620929113813,0.059091283755103,3931
239,1,2,0,4,3,2,4,1,3,1,0,1,1,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,9571,62,32,515,1,0,4,3,2,1,2,3730,-1.6666819549744805,-0.846194104581224,-0.870149572558003,-0.8162535764504122,-0.023975012821539854,-0.6849190845534032,0.27063527846588026,-0.7088913800056135,0.2626914300351786,3730
240,0,1,3,3,3,3,3,1,4,0,2,1,0,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14,15417,96,39,1431,1,7,7,3,2,1,2,2232,-1.3539579452398853,1.4720318137547796,0.8547544625892357,-1.3136739795480463,-0.8571001258875723,1.035560742808479,0.9563653615837296,1.3507965028291364,-0.05085229716677384,2232
241,0,2,0,1,4,3,3,0,4,1,1,2,0,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,12069,100,32,976,26,0,4,3,2,2,2,4465,-1.53439890595418,-0.7781647434336944,2.278470169088902,1.1845085571703309,-1.0673158725169793,-0.22387936669000955,-0.26522544109171853,-0.6167287106828039,0.6379949837667485,4465
242,0,2,2,1,1,3,3,1,2,1,2,2,0,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,19877,36,41,1411,19,2,17,1,0,0,0,3072,-1.4039597287094987,1.132320883872212,0.4625550540897487,0.8675575482190259,1.2806866136199897,1.4968004143295988,-1.3115716261069883,-0.7751020342349937,0.25775805000495067,3072
243,0,3,2,1,4,3,1,1,2,1,2,2,0,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17,24447,62,40,1300,24,1,9,9,8,4,7,3319,0.7613022424681649,-1.1038393172369585,1.2212770304730003,1.706489053713448,0.2691208685602442,1.6783548180603443,-0.4691175009908586,0.3438769376392128,-0.13686442133177656,3319
244,0,2,1,3,4,4,3,1,3,1,1,5,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11,15970,70,45,252,1,0,25,24,0,1,7,19202,2.8982596034832526,0.7234588766181657,-1.8100122125039728,-0.1989931980587053,-0.9492434379970012,-0.6119331070663445,0.4219670226887021,-2.5975705151054744,-0.3529725723335517,19202
245,0,3,1,1,3,3,2,2,4,1,2,3,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,13523,73,31,1327,3,9,9,2,2,2,2,13675,-0.5328884449747925,2.148572205430731,0.00535261111004957,-1.3927595195445674,-0.36794905415192203,0.9697046374930568,-0.13864760466408363,1.2605444284719576,0.3269994447262016,13675
246,0,2,1,3,4,2,3,1,4,0,1,1,0,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,14776,63,33,832,5,1,2,2,2,0,2,2911,-1.9711272667837432,-0.499361308046842,-0.5718529897764725,-0.44901389065946046,-0.194703720052158,0.3503358242289526,0.03252351455408706,-0.3647784547224344,-0.04473120468783914,2911
247,0,3,1,2,1,2,4,1,4,1,1,2,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,23687,84,34,470,2,6,13,11,9,5,9,5957,1.6365940772018839,-0.3128846192291265,-1.0249939138856468,0.23306480086205128,-1.0819280001837044,0.3207184800031944,1.3209726921691045,1.9400928513226519,-0.5248019264463576,5957
248,0,2,1,1,1,2,3,1,2,0,1,1,0,3,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14,18697,83,37,1017,1,2,17,3,1,0,2,3920,-1.0139050250721935,0.8230827640724674,-0.14674692286521746,-0.4988672514827482,-0.5867287611692759,0.7240775464496524,1.0101374354808552,-0.6515803294775155,-0.07387019911982168,3920
249,0,1,1,4,3,4,1,2,4,1,1,2,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,5118,77,45,1199,7,4,9,3,2,0,2,6434,-0.8813055603840073,1.248783198147991,1.2813349343888303,-1.1838905358967844,0.19030251752656605,-0.39218494083905764,-0.04321137670541545,-0.2472649126004158,-0.031244050977577462,6434
250,0,5,2,2,3,3,1,2,3,1,2,3,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,22573,61,37,504,10,6,17,1,0,0,0,10048,-0.9253060971829173,2.246408102103376,-1.488789084840051,0.7473314764008445,-0.6429420828712326,0.30588124200073064,-0.3985865721392947,0.03555154023897801,0.08389893313432076,10048
251,0,1,0,4,3,3,3,2,4,0,0,3,0,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25,6420,64,39,505,2,0,20,19,6,11,8,10938,3.217153051116507,-1.4172718686467314,0.8042972990433107,-0.15669619222299608,1.7265224193689432,-1.8283925833074173,1.5445034710241914,-0.38055584992975255,1.7965951245759142,10938
252,0,1,0,1,4,3,3,1,3,1,0,1,0,3,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,22673,60,29,665,15,1,6,6,5,1,5,2340,-0.8920589968079633,-1.2752079597255945,0.17545508827150633,1.5757843931993967,0.6000408288257473,0.2927117811091419,0.4600051848111113,0.19922786768820466,-0.4854024273011554,2340
253,1,1,0,3,1,4,4,1,2,0,0,2,0,3,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,23016,82,42,916,17,3,10,3,2,0,2,6545,-0.8963368761446612,1.043689414820801,0.20831266623556866,1.1127233657029563,-1.0926223147743022,0.8997285845750431,-0.1404547352555588,-0.3419195464507962,-0.1393695277090364,6545
254,0,2,1,4,4,3,4,1,2,1,2,2,0,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14,10732,45,29,1247,20,2,10,3,2,0,2,6931,-1.2671727701310413,-0.05160959913059267,0.6199261383386363,0.056936372958723634,0.553693310055817,0.7121670322638295,-1.809581619705264,-0.5168811475727189,-0.0075099369163573616,6931
255,0,3,2,4,3,3,1,1,3,0,1,2,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,7505,62,25,685,1,0,5,4,2,1,2,4898,-1.6608798837923968,-1.1207972652492804,-0.8510064074499725,-1.3287291820524891,-0.28583021769782196,-0.3288453003770643,-0.1222361741053591,-0.7146793178662116,0.278512652820752,4898
256,1,4,1,3,1,2,4,1,3,0,2,1,0,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11,8007,56,42,269,2,0,10,9,6,7,8,2593,1.0516353150172528,-1.6253381286729949,-1.5090544171095337,-0.8920739978250085,-0.4592976997448888,-0.9913137203228545,-0.246167954962478,0.08887997797693378,0.6739170315369502,2593
257,0,5,1,4,3,3,1,1,2,1,2,5,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19,5949,49,40,1416,2,0,22,21,7,3,9,19436,3.5297285112218257,-0.35222759008808535,0.8956116733640902,-1.4930346104019654,1.7111559649200054,0.30249311255522665,0.12678082621466708,-1.8779272473419644,-0.30859620176819413,19436
258,0,0,0,2,4,3,3,1,3,1,1,1,0,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,23231,96,51,833,1,1,1,1,0,0,0,2723,-2.0029495997358264,0.9733592904890417,-0.6942057835625564,-0.1144641748856825,-1.6825767296301384,0.8748591405596453,1.2573112164889608,-0.8694577429279708,0.3311036983586289,2723
259,0,2,0,2,2,2,3,2,2,1,0,1,1,3,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11,11652,71,31,307,29,0,6,5,4,1,4,3479,-1.004654411342819,-1.3696681654845373,0.06527575522039025,1.4474085900353078,-1.5381620585552294,-0.7441496344283058,-1.8813010443657763,-0.4234814277441959,-0.19463580685944676,3479
260,0,3,0,3,2,4,2,2,3,1,1,1,0,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,26062,100,32,1311,7,1,5,5,1,0,3,2794,-1.6883259299240074,-0.2229865392375892,1.4057667754647813,0.7452587890036377,-0.2737417190560584,1.3983986275156444,2.10665131927247,-0.3321023927391325,-0.10635420771337203,2794
261,0,0,1,4,4,2,4,0,2,1,1,2,0,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,19682,39,38,1327,2,3,13,8,7,7,5,5249,1.0043385929473578,-0.37832362225464783,-0.126252036668269,-0.3396679395690197,1.7884272693948573,1.382287622924551,0.49786644898289417,0.7983404262190417,0.8970868324914454,5249
262,0,5,0,4,1,2,4,1,1,1,0,2,0,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13,19737,84,32,128,2,4,9,6,2,0,4,2176,-1.1420152806294293,0.061761222800772474,-1.3736393516335825,0.29350924436502485,-1.2199878161112292,-0.6957781527485113,1.1254724808956524,0.6445934904181339,-0.6303768344228005,2176
263,1,2,1,2,2,1,3,1,3,0,1,4,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,14977,75,46,488,2,3,28,7,7,7,7,16872,3.1037018662201743,1.1448680325083829,-1.0840113818058479,-0.39348857549919036,-0.7983994619149473,-0.3464036569574765,0.45137871465650975,-0.619563491303507,0.8130453075468926,16872
264,0,5,0,3,3,3,1,1,4,1,0,1,1,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,14935,79,28,529,2,2,5,0,0,0,0,3485,-2.4827121809740094,0.02641173098545067,-1.1049512725726336,-0.5592071070566322,-1.1740724584459756,-0.12513659015064602,0.4088810936358389,-0.27293840758109705,0.2794861735638591,3485
265,0,2,2,2,2,2,1,1,3,1,1,2,0,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,19,3687,78,29,1210,2,2,10,0,0,0,0,6644,-1.9894306768833172,0.46064249738604174,1.3020834703856972,-1.5277344195826317,0.5858815824154155,-0.4859313304928422,0.5800250746070166,-0.7954810867987455,0.5035642081921943,6644
266,0,2,1,2,4,2,2,1,3,1,1,2,0,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,21,14408,64,31,1463,23,0,10,9,0,7,8,5582,0.2413259361415164,-1.3488079754078999,2.2319549086459403,0.9509056397320517,0.969632603193116,0.8015516975672988,-0.43769643149504167,-0.19793086449906597,1.3256240822114314,5582
267,0,2,2,4,1,4,2,0,2,1,2,2,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,18384,85,25,675,5,1,6,6,3,1,5,4000,-1.0948421037572689,-1.130025839744217,-0.5777228845473035,-0.14039435227319877,-1.277252061026546,0.42465087851105954,0.7032728716515582,-0.056190121993044205,-0.29541930335453326,4000
268,1,2,0,2,4,3,3,1,2,1,1,4,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14,7501,79,45,1385,20,0,21,20,7,4,10,13496,3.3328217594800806,-0.6059207743756537,1.780266248370562,-0.35576411186361717,-0.6497538761709568,0.5339669128562109,-1.0845582652319943,-1.3041809309136607,-0.265230143632514,13496
269,0,4,1,3,4,3,4,1,3,1,1,1,0,3,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,20251,47,36,1403,6,0,16,15,13,10,11,3210,3.061896347335698,-2.518099968875927,-0.47879526068881884,-0.6200049727517151,0.1950147814463294,2.293337979981907,-0.272785448615273,0.8860068521304637,0.5012260418870008,3210
270,1,2,0,3,1,3,4,1,3,1,0,5,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,18938,81,55,452,1,0,37,36,10,4,13,19045,6.732107575350107,-0.045159981905871525,-0.8385089400098937,0.038629539464131286,-0.7846250084954829,-0.22288481851886166,1.2906372553541423,-1.9495681298311867,-1.2292723116401096,19045
271,1,2,1,4,2,3,1,0,4,1,1,3,1,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,10268,88,47,666,29,1,10,10,7,9,9,11849,2.4162795082156014,-0.8402696807352176,1.0882420909560486,1.0839585692270128,-1.8126458064240902,-0.4512125185454787,-1.4868493442642081,-0.10567949843365014,1.2177604396924215,11849
272,0,3,1,4,4,3,4,1,3,1,1,1,0,4,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23,2613,94,28,1158,9,1,5,5,2,0,4,2070,-1.6593477145466196,-0.9898456040083752,2.6347765796795546,-0.8000365460762927,0.45824812282315286,-0.998061209263113,0.9804957686166088,-0.26547116364108597,-0.16987877663225948,2070
273,0,5,1,2,4,3,3,1,4,1,1,2,0,3,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14,22825,98,37,228,6,4,7,5,4,0,1,6502,-0.9560097098887377,0.7137684563717404,-0.7545932645135428,0.8858165744774011,-1.5783767148949859,-0.43009400415470184,1.385234515492524,0.24358103607324444,-0.30335830493442534,6502
274,0,4,0,1,3,2,4,1,2,1,0,1,0,3,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,17,10531,100,21,996,3,1,3,3,2,1,0,3230,-2.3406258393258397,-0.895966769386723,1.0217951050633198,-0.8761681524866776,-0.7558927744029774,-0.09647839544082618,1.299093243595931,-0.20442910767480105,0.5161801083812744,3230
275,1,2,2,1,4,3,1,0,4,0,2,3,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18,11677,80,37,728,1,2,15,5,2,0,2,13603,-0.13722746030959115,1.0382024646563295,0.18296652561016621,-0.5221489635175729,0.1504287207595023,-0.66775745626794,1.1205261835927356,-1.3533036147699666,0.06964804486363467,13603
